discourse,speaker,gender,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end,utterance_begin,utterance_end
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.0899999999999892,64.29,64.38,6,i,i,s.i,64.29,64.41,participer,p.a.ʁ.t.i.s.i.p.e,64.05,64.5,63.96,63.96
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000853,70.02,70.12,3,e,i,s.i,70.02,70.15,décidé,d.e.s.i.d.e,69.92,70.24,68.94,68.94
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,71.78,71.92,1,e,ɔ,s.ɔ.m,71.78,72.08,sommes,s.ɔ.m,71.78,72.08,71.4,71.4
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,74.5,74.61,1,e,y,s.y.b,74.5,74.69,subventions,s.y.b.v.ɑ̃.s.j.ɔ̃,74.5,74.99,74.42,74.42
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,77.01,77.12,1,ɛ̃,e,s.e.t,77.01,77.23,c'est,s.e.t,77.01,77.23,76.19,76.19
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.15000000000000568,79.39,79.54,4,ɔ̃,e,s.e,79.39,79.61,annoncé,a.n.ɔ̃.s.e,79.05,79.61,79.05,79.05
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.2599999999999909,81.12,81.38,6,ʁ,i,s.i,81.12,81.43,diversifiées,d.i.v.ɛ.ʁ.s.i.f.j.e,80.77,81.66,79.05,79.05
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.18999999999999773,82.51,82.7,1,<SIL>,ɛ,s.ɛ.t,82.51,82.83,sept,s.ɛ.t,82.51,82.83,82.51,82.51
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000853,82.83,82.93,1,t,ɑ̃,s.ɑ̃,82.83,83.01,cent,s.ɑ̃,82.83,83.01,82.51,82.51
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,83.01,83.12,1,ɑ̃,ɛ̃,s.ɛ̃,83.01,83.19,cinquante,s.ɛ̃.k.ɑ̃.t,83.01,83.42,82.51,82.51
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.13000000000000966,95.91,96.04,3,ɔ̃,y,s.y,95.91,96.11,conçus,k.ɔ̃.s.y,95.66,96.11,92.42,92.42
52013_f2_int2_2021_03_31_CH_0-1652,52013,female,s,0.15000000000000568,98.07,98.22,4,e,i,s.i,98.07,98.25,spécifiques,s.p.e.s.i.f.i.k,97.83,98.56,97.3,97.3
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999987,1.06,1.16,1,ɔ̃,ə,s.ə,1.06,1.19,se,s.ə,1.06,1.19,0.72,0.72
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.1599999999999997,3.37,3.53,2,ɛ̃,i,s.i,3.37,3.57,incitatives,ɛ̃.s.i.t.a.t.i.v,3.27,4.27,0.72,0.72
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,5.7,5.81,1,ɔ̃,ɛ,s.ɛ,5.7,5.85,s'est,s.ɛ,5.7,5.85,0.72,0.72
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0600000000000005,11.92,11.98,1,u,y,s.y.ʁ,11.92,12.06,sur,s.y.ʁ,11.92,12.06,7.81,7.81
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.07000000000000028,19.91,19.98,1,ɛ,ə,s.ə,19.91,20.03,ce,s.ə,19.91,20.03,19.08,19.08
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,24.6,24.68,1,a,ɛ̃,s.ɛ̃,24.6,24.74,cinquante,s.ɛ̃.k.ɑ̃.t,24.6,24.96,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,25.12,25.2,1,ʁ,ɑ̃,s.ɑ̃,25.12,25.35,cent,s.ɑ̃,25.12,25.35,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,25.91,26.02,1,ɛ,e,s.e,25.91,26.06,c'est,s.e,25.91,26.06,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.129999999999999,26.32,26.45,1,ə,ɑ̃,s.ɑ̃,26.32,26.52,cent,s.ɑ̃,26.32,26.52,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.129999999999999,26.52,26.65,1,ɑ̃,ɛ̃,s.ɛ̃,26.52,26.74,cinquante,s.ɛ̃.k.ɑ̃.t,26.52,27.0,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.08000000000000185,28.49,28.57,1,ɛ̃,y,s.y.ʁ,28.49,28.65,sur,s.y.ʁ,28.49,28.65,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,28.65,28.75,1,ʁ,ɛ,s.ɛ.t,28.65,28.88,cette,s.ɛ.t,28.65,28.88,24.49,24.49
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999787,31.12,31.22,1,ɑ̃,y,s.y.ʁ,31.12,31.34,sur,s.y.ʁ,31.12,31.34,29.85,29.85
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,34.02,34.13,3,ɔ̃,ɑ̃,s.ɑ̃,34.02,34.3,consentait,k.ɔ̃.s.ɑ̃.t.ɛ,33.79,34.48,32.24,32.24
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.07000000000000028,37.02,37.09,1,ʁ,ɑ̃,s.ɑ̃,37.02,37.17,cent,s.ɑ̃,37.02,37.17,35.57,35.57
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,37.17,37.27,1,ɑ̃,ə,s.ə,37.17,37.32,selon,s.ə.l.ɔ̃,37.17,37.44,35.57,35.57
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,40.0,40.11,3,ɔ̃,ɔ,s.ɔ,40.0,40.18,consommer,k.ɔ̃.s.ɔ.m.e,39.8,40.35,38.94,38.94
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0899999999999963,49.57,49.66,1,a,ɛ,s.ɛ.ʁ,49.57,49.72,certains,s.ɛ.ʁ.t.ɛ̃,49.57,49.84,47.89,47.89
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999744,54.18,54.3,1,ɑ,y,s.y,54.18,54.33,suffisamment,s.y.f.i.z.a.m.ɑ̃,54.18,54.7,53.51,53.51
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.09000000000000341,65.72,65.81,1,ɑ̃,ɑ,s.ɑ,65.72,65.86,ça,s.ɑ,65.72,65.86,64.04,64.04
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,67.98,68.12,1,ə,i,s.i.s,67.98,68.3,six,s.i.s,67.98,68.3,64.04,64.04
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.1700000000000017,72.75,72.92,1,i,ɛ,s.ɛ.t,72.75,73.3,sept,s.ɛ.t,72.75,73.3,72.16,72.16
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.14999999999999147,75.81,75.96,1,ə,ɛ,s.ɛ,75.81,76.19,sait,s.ɛ,75.81,76.19,74.81,74.81
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999034,80.48,80.6,1,a,ɛ,s.ɛ.t,80.48,80.8,cette,s.ɛ.t,80.48,80.8,79.62,79.62
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,89.31,89.39,4,a,ɑ̃,s.ɑ̃.t,89.31,89.52,soixante,s.w.a.s.ɑ̃.t,89.15,89.52,87.4,87.4
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.07000000000000739,89.52,89.59,1,t,ɛ̃,s.ɛ̃.k,89.52,89.71,cinq,s.ɛ̃.k,89.52,89.71,87.4,87.4
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,93.4,93.48,3,ɔ̃,ɑ̃,s.ɑ̃,93.4,93.6,consentis,k.ɔ̃.s.ɑ̃.t.i,93.19,93.81,91.81,91.81
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.15000000000000568,95.19,95.34,1,i,ɛ,s.ɛ.t,95.19,95.48,sept,s.ɛ.t,95.19,95.48,91.81,91.81
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,s,0.05999999999998806,98.18,98.24,1,e,ɑ,s.ɑ,98.18,98.29,ça,s.ɑ,98.18,98.29,98.13,98.13
52013_f3_int3_2021_03_31_CH_0-1652,52013,female,ʃ,0.10999999999999943,98.96,99.07,3,u,e,ʃ.e,98.96,99.25,toucher,t.u.ʃ.e,98.85,99.25,98.74,98.74
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.1200000000000001,3.12,3.24,4,ɛ̃,i,s.i,3.12,3.27,principales,p.ʁ.ɛ̃.s.i.p.a.l,2.97,3.45,2.45,2.45
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999922,10.66,10.78,1,ə,a,s.a,10.66,10.88,savez,s.a.v.e,10.66,11.14,10.15,10.15
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,ʃ,0.08000000000000007,12.92,13.0,4,ʁ,e,ʃ.e,12.92,13.03,marché,m.a.ʁ.ʃ.e,12.79,13.03,10.15,10.15
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999922,13.24,13.36,4,ɛ̃,i,s.i,13.24,13.42,principal,p.ʁ.ɛ̃.s.i.p.a.l,13.03,13.63,10.15,10.15
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,ʃ,0.09999999999999787,17.42,17.52,1,ʁ,e,ʃ.e,17.42,17.57,chez,ʃ.e,17.42,17.57,16.91,16.91
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.07000000000000028,17.96,18.03,1,k,e,s.e,17.96,18.09,c'est,s.e,17.96,18.09,16.91,16.91
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,18.21,18.3,1,i,ɛ,s.ɛ.t,18.21,18.41,sept,s.ɛ.t,18.21,18.41,16.91,16.91
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,ʃ,0.10999999999999943,21.46,21.57,1,ɑ̃,a,ʃ.a,21.46,21.62,chacune,ʃ.a.k.y.n,21.46,21.79,19.35,19.35
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999787,21.87,21.97,1,ə,e,s.e,21.87,22.03,ces,s.e,21.87,22.03,19.35,19.35
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.13000000000000256,24.47,24.6,2,i,y,s.y,24.47,24.65,issus,i.s.y,24.41,24.65,23.22,23.22
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.14999999999999858,35.11,35.26,3,e,i,s.i,35.11,35.34,décidé,d.e.s.i.d.e,34.99,35.45,34.82,34.82
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.14999999999999858,42.29,42.44,1,z,a,s.a,42.29,42.52,sanitaire,s.a.ɲ.i.t.ɜ.ʁ,42.29,43.04,40.19,40.19
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.12999999999999545,43.45,43.58,1,i,ɑ̃,s.ɑ̃,43.45,43.68,cent,s.ɑ̃,43.45,43.68,40.19,40.19
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999744,48.59,48.71,5,a,i,s.i,48.59,48.76,capacité,k.a.p.a.s.i.t.e,48.3,48.9,45.41,45.41
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,53.48,53.62,1,u,ɔ,s.ɔ.m,53.48,53.93,sommes,s.ɔ.m,53.48,53.93,52.39,52.39
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,ʃ,0.14000000000000057,58.04,58.18,4,ɔ,ɛ,ʃ.ɛ.n,58.04,58.53,prochaines,p.ʁ.ɔ.ʃ.ɛ.n,57.85,58.53,52.39,52.39
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.05999999999999517,60.45,60.51,1,ʁ,y,s.y.ʁ,60.45,60.59,surtout,s.y.ʁ.t.u,60.45,60.73,59.48,59.48
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999744,61.45,61.57,4,i,ɑ̃,s.ɑ̃.s,61.45,61.83,puissance,p.ɥ.i.s.ɑ̃.s,61.28,61.83,59.48,59.48
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999432,70.22,70.32,4,ɛ̃,i,s.i,70.22,70.37,principales,p.ʁ.ɛ̃.s.i.p.a.l,70.05,70.6,69.02,69.02
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,80.18,80.29,4,ɑ̃,ɛ,s.ɛ,80.18,80.35,français,f.ʁ.ɑ̃.s.ɛ,79.94,80.35,79.84,79.84
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,85.06,85.17,1,ɛ,y,s.y.ʁ,85.06,85.32,sur,s.y.ʁ,85.06,85.32,84.43,84.43
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,86.28,86.42,3,ɑ̃,e,s.e,86.28,86.51,lancée,l.ɑ̃.s.e,86.04,86.51,84.43,84.43
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.18999999999999773,88.37,88.56,1,e,ɔ,s.ɔ.m,88.37,88.72,sommes,s.ɔ.m,88.37,88.72,87.54,87.54
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,88.72,88.83,1,m,ɔ̃,s.ɔ̃,88.72,88.96,sont,s.ɔ̃,88.72,88.96,87.54,87.54
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.12999999999999545,91.47,91.6,1,e,ɔ,s.ɔ.m,91.47,91.79,sommes,s.ɔ.m,91.47,91.79,89.47,89.47
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,92.86,93.0,3,a,y,s.y,92.86,93.08,s'assurer,s.a.s.y.ʁ.e,92.64,93.23,92.64,92.64
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.1599999999999966,92.64,92.8,1,<SIL>,a,s.a,92.64,92.86,s'assurer,s.a.s.y.ʁ.e,92.64,93.23,92.64,92.64
52013_f4_int4_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,93.34,93.45,1,ə,e,s.e,93.34,93.49,ces,s.e,93.34,93.49,92.64,92.64
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,4.08,4.17,1,t,ɛ̃,s.ɛ̃.k,4.08,4.44,cinq,s.ɛ̃.k,4.08,4.44,0.32,0.32
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,8.01,8.1,1,i,e,s.e,8.01,8.15,c'est,s.e,8.01,8.15,6.82,6.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,8.82,8.96,5,i,i,s.i.l,8.82,9.06,difficile,d.i.f.i.s.i.l,8.65,9.06,6.82,6.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,9.27,9.36,1,ə,a,s.a,9.27,9.41,sachant,s.a.ʃ.ɑ̃,9.27,9.62,6.82,6.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,ʃ,0.10999999999999943,9.41,9.52,3,a,ɑ̃,ʃ.ɑ̃,9.41,9.62,sachant,s.a.ʃ.ɑ̃,9.27,9.62,6.82,6.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999922,12.25,12.37,3,e,i,s.i,12.25,12.4,décidé,d.e.s.i.d.e,12.12,12.51,12.12,12.12
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14999999999999858,13.89,14.04,1,ɔ̃,y,s.y.ʁ,13.89,14.21,sur,s.y.ʁ,13.89,14.21,12.12,12.12
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,19.52,19.62,1,ɛ̃,ə,s.ə,19.52,19.68,ce,s.ə,19.52,19.68,15.25,15.25
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.120000000000001,22.04,22.16,1,ɑ̃,ɔ̃,s.ɔ̃,22.04,22.31,son,s.ɔ̃,22.04,22.31,20.8,20.8
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,24.21,24.35,1,ɔ̃,ɔ,s.ɔ.ʁ,24.21,24.46,sortira,s.ɔ.ʁ.t.i.ʁ.ɑ,24.21,24.78,24.05,24.05
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,24.89,25.0,1,ə,ɛ,s.ɛ.t,24.89,25.1,cette,s.ɛ.t,24.89,25.1,24.05,24.05
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999787,30.96,31.06,1,ɑ,ɔ,s.ɔ.ʁ,30.96,31.15,sortir,s.ɔ.ʁ.t.i.ʁ,30.96,31.44,27.74,27.74
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14999999999999858,32.35,32.5,1,<SIL>,ɛ,s.ɛ.t,32.35,33.01,cette,s.ɛ.t,32.35,33.01,31.82,31.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.09999999999999432,33.13,33.23,1,ə,ɛ,s.ɛ.t,33.13,33.35,cette,s.ɛ.t,33.13,33.35,31.82,31.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,37.6,37.68,3,ɑ,e,s.e,37.6,37.74,passer,p.ɑ.s.e,37.47,37.74,34.78,34.78
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,37.74,37.84,1,e,y,s.y.ʁ,37.74,37.95,sur,s.y.ʁ,37.74,37.95,34.78,34.78
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,37.95,38.09,1,ʁ,i,s.i,37.95,38.12,silence,s.i.l.ɑ̃.s,37.95,38.69,34.78,34.78
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.1600000000000037,39.4,39.56,1,œ,e,s.e,39.4,39.63,c'est,s.e,39.4,39.63,39.16,39.16
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.0800000000000054,41.87,41.95,6,ɔ̃,a,s.a.b.l,41.87,42.14,responsable,ʁ.ɛ.s.p.ɔ̃.s.a.b.l,41.49,42.14,40.27,40.27
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.09000000000000341,53.9,53.99,1,ə,ɛ,s.ɛ.t,53.9,54.09,cette,s.ɛ.t,53.9,54.09,52.12,52.12
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,56.74,56.84,6,ɔ̃,a,s.a.b.l,56.74,57.03,responsable,ʁ.ɛ.s.p.ɔ̃.s.a.b.l,56.33,57.03,55.15,55.15
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,59.15,59.25,6,ɔ̃,a,s.a.b.l,59.15,59.43,responsable,ʁ.ɛ.s.p.ɔ̃.s.a.b.l,58.82,59.43,58.82,58.82
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.09000000000000341,66.36,66.45,1,ə,ə,s.ə,66.36,66.48,se,s.ə,66.36,66.48,63.03,63.03
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.12000000000000455,73.11,73.23,1,ø,ə,s.ə,73.11,73.31,se,s.ə,73.11,73.31,73.08,73.08
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000853,76.02,76.12,1,ɔ̃,ə,s.ə,76.02,76.18,ce,s.ə,76.02,76.18,73.08,73.08
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999034,76.18,76.3,1,ə,ɑ̃,s.ɑ̃.s,76.18,76.69,sens,s.ɑ̃.s,76.18,76.69,73.08,73.08
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,77.58,77.69,6,ɔ̃,a,s.a,77.58,77.74,responsabilité,ʁ.ɛ.s.p.ɔ̃.s.a.b.i.ʎ.i.t.e,77.22,77.99,76.96,76.96
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.06999999999999318,78.79,78.86,6,ɔ̃,a,s.a.b.l,78.79,79.02,responsable,ʁ.ɛ.s.p.ɔ̃.s.a.b.l,78.45,79.02,76.96,76.96
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.12000000000000455,83.96,84.08,3,ɔ,i,s.i.b.l,83.96,84.29,possible,p.ɔ.s.i.b.l,83.83,84.29,80.01,80.01
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,85.16,85.24,1,k,e,s.e,85.16,85.31,ces,s.e,85.16,85.31,84.71,84.71
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.12999999999999545,87.15,87.28,1,ɑ̃,ɛ̃,s.ɛ̃.k,87.15,87.5,cinq,s.ɛ̃.k,87.15,87.5,84.71,84.71
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,92.1,92.24,5,ɑ̃,e,s.e,92.1,92.38,financer,f.i.n.ɑ̃.s.e,91.64,92.38,91.2,91.2
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.23000000000000398,93.3,93.53,1,e,y,s.y.b,93.3,93.67,subventionner,s.y.b.v.ɑ̃.s.j.ɔ.n.e,93.3,94.3,92.74,92.74
52013_f5_int5_2021_03_31_CH_0-1652,52013,female,s,0.13000000000000966,94.99,95.12,1,l,ə,s.ə,94.99,95.2,seront,s.ə.ʁ.ɔ̃,94.99,95.47,94.7,94.7
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.09000000000000008,1.68,1.77,1,i,ɑ,s.ɑ,1.68,1.84,ça,s.ɑ,1.68,1.84,0.67,0.67
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000053,4.06,4.16,1,ə,ə,s.ə,4.06,4.22,se,s.ə,4.06,4.22,0.67,0.67
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,5.7,5.81,1,<SIL>,ɛ,s.ɛ.t,5.7,5.89,cette,s.ɛ.t,5.7,5.89,5.7,5.7
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.11000000000000032,7.68,7.79,6,ɔ̃,a,s.a,7.68,7.85,responsabilité,ʁ.ɛ.s.p.ɔ̃.s.a.b.i.ʎ.i.t.e,7.26,8.19,7.1,7.1
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,8.29,8.39,1,ɑ,i,s.i,8.29,8.42,si,s.i,8.29,8.42,7.1,7.1
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.11999999999999922,8.72,8.84,3,ɑ,e,s.e,8.72,8.87,passez,p.ɑ.s.e,8.56,8.87,7.1,7.1
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,11.96,12.05,1,l,ə,s.ə,11.96,12.09,seront,s.ə.ʁ.ɔ̃,11.96,12.25,9.87,9.87
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.11000000000000298,18.4,18.51,1,ɑ̃,ə,s.ə,18.4,18.54,se,s.ə,18.4,18.54,17.89,17.89
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,21.76,21.84,6,ɔ̃,a,s.a.b.l,21.76,22.04,responsable,ʁ.ɛ.s.p.ɔ̃.s.a.b.l,21.43,22.04,19.68,19.68
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.2099999999999973,25.44,25.65,2,o,i,s.i,25.44,25.91,aussi,o.s.i,25.24,25.91,23.7,23.7
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,30.09,30.18,1,ø,ɑ̃,s.ɑ̃,30.09,30.25,cent,s.ɑ̃,30.09,30.25,29.66,29.66
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.08999999999999986,30.91,31.0,1,ʁ,y,s.y.ʁ,30.91,31.1,sur,s.y.ʁ,30.91,31.1,29.66,29.66
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.16000000000000014,31.1,31.26,1,ʁ,i,s.i.z,31.1,31.43,six,s.i.z,31.1,31.43,29.66,29.66
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.09000000000000341,32.48,32.57,1,ə,ɛ,s.ɛ.k,32.48,32.67,secteur,s.ɛ.k.t.œ.ʁ,32.48,32.93,31.99,31.99
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.19000000000000483,39.37,39.56,1,œ,ɛ,s.ɛ.t,39.37,39.7,cet,s.ɛ.t,39.37,39.7,39.19,39.19
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.05999999999999517,48.7,48.76,1,ʁ,ɛ̃,s.ɛ̃.k,48.7,48.9,cinq,s.ɛ̃.k,48.7,48.9,47.75,47.75
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.13000000000000256,50.05,50.18,1,ɛ,ɛ,s.ɛ.t,50.05,50.33,cette,s.ɛ.t,50.05,50.33,47.75,47.75
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.14000000000000057,55.69,55.83,1,œ̃,u,s.u,55.69,55.88,soutien,s.u.t.j.ɛ̃,55.69,56.12,55.34,55.34
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,ʃ,0.09999999999999432,57.7,57.8,4,ɔ,ɛ,ʃ.ɛ.n,57.7,57.98,prochaines,p.ʁ.ɔ.ʃ.ɛ.n,57.54,57.98,55.34,55.34
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,63.09,63.17,1,ø,ɑ̃,s.ɑ̃,63.09,63.29,cent,s.ɑ̃,63.09,63.29,61.72,61.72
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10000000000000142,63.5,63.6,1,t,ɛ̃,s.ɛ̃.k,63.5,63.81,cinq,s.ɛ̃.k,63.5,63.81,61.72,61.72
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,65.73,65.84,1,n,a,s.a,65.73,65.92,s'ajouter,s.a.ʒ.u.t.e,65.73,66.21,65.33,65.33
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.05999999999998806,68.43,68.49,1,<SIL>,ə,s.ə,68.43,68.53,ce,s.ə,68.43,68.53,68.43,68.43
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.0799999999999983,70.2,70.28,1,t,e,s.e,70.2,70.34,c'est,s.e,70.2,70.34,68.43,68.43
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.10999999999999943,72.98,73.09,1,ɑ̃,ɛ,s.ɛ,72.98,73.11,septembre,s.ɛ.p.t.ɑ̃.b.ʁ,72.98,73.59,68.43,68.43
52013_f6_int6_2021_03_31_CH_0-1652,52013,female,s,0.12999999999999545,78.9,79.03,1,ə,ɛ,s.ɛ.t,78.9,79.28,cette,s.ɛ.t,78.9,79.28,78.04,78.04
67823_f1_int2_20230328_CH_101231,67823,female,s,0.09000000000000002,0.44,0.53,4,ʁ,i,s.i,0.44,0.6,merci,m.ɛ.ʁ.s.i,0.2,0.6,0.2,0.2
